step,balance_shift_diff,balanced,log_amount,log_oldbalanceOrg,log_oldbalanceDest,log_newbalanceOrig,log_newbalanceDest,type_TRANSFER
0.6485227218124207,0.027306102696559652,-0.33702484493350027,0.14033901696375062,-1.0730475237818973,0.30207378772810983,-0.31178859524977104,0.06811345275753554,-0.5264401278148265
-0.4404248423088464,0.15882584076687256,-0.33702484493350027,-0.37549534274836954,-1.0730475237818973,0.6625921722866847,-0.31178859524977104,0.47022967833403145,-0.5264401278148265
0.32183845257604055,0.21758037241869735,-0.33702484493350027,-0.7842445485200203,-0.20751120226313258,0.4740973078979853,-0.31178859524977104,0.1944137779031635,-0.5264401278148265
-0.7126617333391632,0.013415080293673503,-0.33702484493350027,-0.07461517467159182,0.8732213872724561,-2.065588635579156,-0.31178859524977104,-0.10580382644216971,-0.5264401278148265
-0.6037669769270364,-0.6904354261659761,-0.33702484493350027,0.6004744052718842,-1.0730475237818973,0.7405701677595098,-0.31178859524977104,0.6397731193456628,-0.5264401278148265
-1.0937933807816067,-0.008627764595207674,-0.33702484493350027,-1.6377223290794656,-1.0730475237818973,0.6706154843743077,-0.31178859524977104,0.4988037603916275,-0.5264401278148265
0.702970100018484,0.306882861625884,2.967140301473365,-0.3020837511523317,1.0803923154757655,0.5551268071778607,2.744948188057955,0.32190309240834525,-0.5264401278148265
3.534233766733778,-0.09891577850079859,-0.33702484493350027,0.44588362962844097,0.20502987899300928,-2.065588635579156,-0.31178859524977104,-0.06741335234388614,-0.5264401278148265
-1.14824075898767,-2.345301991815708,-0.33702484493350027,-1.8042629495853566,0.7501847597376892,0.26990985537485934,2.2438950745757347,0.5069317597311324,-0.5264401278148265
0.702970100018484,0.2711545421079769,-0.33702484493350027,-0.7185328202542179,0.8679070639911199,-2.065588635579156,-0.31178859524977104,-0.480737899933679,-0.5264401278148265
0.702970100018484,0.18473177850704173,-0.33702484493350027,-0.531571939279186,-1.0730475237818973,0.3599978181220309,-0.31178859524977104,0.05705074783840584,-0.5264401278148265
-0.5493195987209731,0.09011677612702174,-0.33702484493350027,-0.06614617496866992,-1.0730475237818973,-0.29108284265861356,-0.31178859524977104,-0.22814909262357458,-0.5264401278148265
0.21294369616391384,0.1551720640413273,-0.33702484493350027,-0.3557129923432547,-1.0730475237818973,0.6890320002586634,-0.31178859524977104,0.5085625033188276,1.899551244603729
-0.7126617333391632,0.007398331192527264,-0.33702484493350027,0.17090734729829446,1.3983098741314324,0.9893000181560793,3.7084465916464375,0.9609820600274542,-0.5264401278148265
-0.49487222051490976,-0.010574535450117117,-0.33702484493350027,-0.8720500425100859,1.0489523464188186,0.9198136994673004,3.016689513539969,0.8552847818310522,-0.5264401278148265
-0.4404248423088464,0.06690614487922611,-0.33702484493350027,0.016399059750266523,-1.0730475237818973,0.42193850806453675,-0.31178859524977104,0.17350494502985567,-0.5264401278148265
-0.5493195987209731,-0.9644646964846715,-0.33702484493350027,1.3708896748254735,0.9553016397214602,0.6331404659336458,-0.31178859524977104,0.5520404636336913,1.899551244603729
0.5940753436063573,-0.23896771246886928,-0.33702484493350027,1.0389048052622025,1.157223642091085,0.7220412779317107,-0.31178859524977104,0.60772997602253,1.899551244603729
0.2673910743699772,0.0809983426171467,-0.33702484493350027,0.2327347914497395,0.9325517002289764,0.8167522499055151,-0.31178859524977104,0.7030277416241354,-0.5264401278148265
0.21294369616391384,0.08011469286676944,-0.33702484493350027,0.2734480767365564,0.9618076664870003,0.5596377293907532,-0.31178859524977104,0.35656315943823885,-0.5264401278148265
